,timestamp,age,gender,year_of_study,faculty,accommodation,commute_time,type_of_study,working,hours_work,current_mode_of_learning,internet,availability_quiet_space,ratings_in_person_class,in_person_effectiveness_lecture,in_person_effectiveness_tutorial,in_person_effectiveness_project,in_person_effectiveness_lab,in_person_effectiveness_presentation,in_person_effectiveness_exam,in_person_academic_impacts,in_person_mental_impacts,ratings_online_class,online_learning_tools_preferred,online_effectiveness_lecture,online_effectiveness_tutorial,online_effectiveness_project,online_effectiveness_lab,online_effectiveness_presentation,online_effectiveness_exam,online_academic_impacts,online_mental_impacts,preferred_learning_mode,additional_thoughts,Driving,University bus,Grab/MyCar/Taxi,Public transport,Walking,Carpool,Direct interaction with lecturers,Easier to ask questions and get immediate feedback,Better engagement and focus,Opportunities for face-to-face collaboration with peers,"Access to university facilities (labs, library, etc.)",Clearer separation between study and personal life,Better for practical/lab-based subjects,Stronger sense of community with classmates,Fewer technical issues,Commuting time and costs,Fixed class schedules (less flexibility),Less comfortable learning environment (compared to home),Pace of learning may not suit everyone,Large class sizes can be intimidating,Health concerns (especially post-pandemic),Limited access to recorded lectures,Flexibility in schedule,Learn at your own pace,Comfort of learning from home/anywhere,Reduced commuting time and costs,Access to recorded lectures and materials,Development of digital literacy skills,"Easier to manage studies alongside other commitments (e.g., part-time work)",More accessible for students with disabilities or health issues,Variety of online learning tools and resources,"Technical issues (internet, software, hardware)",Lack of face-to-face interaction with lecturers and peers,Difficulty maintaining focus and motivation,Sense of isolation,Challenges with practical/lab-based subjects,Blurred lines between study and personal life,Concerns about assessment integrity,Digital fatigue/eye strain,Requires strong self-discipline,Prefer_in_person_Lecture,Prefer_in_person_Tutorials,Prefer_in_person_Project,Prefer_in_person_Lab,Prefer_in_person_Presentations,Prefer_in_person_Exam,Not_prefer_in_person,Prefer_online_Lecture,Prefer_online_Tutorials,Prefer_online_Project,Prefer_online_Lab,Prefer_online_Presentations,Prefer_online_Exam,Not_prefer_online
29,2025-05-28 18:11:15.480,25 - 29,Female,1st Year,Computer Science & IT,Off-campus,1 hr+,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,3,"Yes, sometimes",4,3,4,4,4,2,3,3,2,4,Microsoft Teams,3,3,3,3,3,3,4,3,Fully Online,Hope there will be more online courses,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False
30,2025-05-28 18:52:15.935,20 - 24,Female,Postgraduate (Masters/PhD),Computer Science & IT,Off-campus,15 min to 30 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,3,"Yes, consistently",4,3,3,2,3,1,1,2,2,4,Microsoft Teams,2,3,3,2,4,4,3,4,Hybrid / Blended - a mix of online and in-person,,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False
31,2025-05-28 19:19:06.652,30 - 34,Male,Postgraduate (Masters/PhD),Computer Science & IT,Off-campus,Under 15 min,Part-time student,Yes,More than 30 hours per week,Hybrid / Blended - a mix of online and in-person,4,"Yes, consistently",4,3,3,3,3,3,2,3,3,5,Microsoft Teams,4,4,4,3,4,4,4,3,Fully Online,No comment,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,True,True,True,False
32,2025-05-28 22:24:11.730,25 - 29,Male,Postgraduate (Masters/PhD),Computer Science & IT,Off-campus,15 min to 30 min,Full-time student,Yes,More than 30 hours per week,Hybrid / Blended - a mix of online and in-person,4,"Yes, consistently",3,3,3,3,3,2,2,3,3,4,Microsoft Teams,3,3,2,3,3,3,3,3,Hybrid / Blended - a mix of online and in-person,"No thoughts, I adapt to what is needed.",True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,True,True,False
33,2025-05-28 23:30:57.144,30 - 34,Male,1st Year,Computer Science & IT,Off-campus,30 min to 1 hr,Part-time student,Yes,10 to 30 hours per week,Hybrid / Blended - a mix of online and in-person,3,"Yes, consistently",4,3,3,4,4,3,3,4,4,2,Microsoft Teams,1,1,1,1,2,2,1,2,Fully In-Person,"We can take 5 star course from Coursera or Udemy if preferred online learning. As studying one of the best university in Malaysia, we suppose to have more interaction with lectures and other classmates through offline mode. Thanks.",True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True
34,2025-05-29 08:04:49.515,25 - 29,Male,Postgraduate (Masters/PhD),Computer Science & IT,Off-campus,30 min to 1 hr,Part-time student,Yes,More than 30 hours per week,Hybrid / Blended - a mix of online and in-person,2,"Yes, sometimes",4,3,3,4,3,2,2,3,3,4,Microsoft Teams,3,4,2,2,3,4,3,3,Hybrid / Blended - a mix of online and in-person,"I believe the hybrid mode can be further enhanced to allow both in-person, live-video recording for easier review and access.",True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False
35,2025-05-29 08:27:58.309,25 - 29,Female,Postgraduate (Masters/PhD),Computer Science & IT,Off-campus,1 hr+,Part-time student,Yes,More than 30 hours per week,Hybrid / Blended - a mix of online and in-person,3,"Yes, consistently",3,3,4,3,3,2,2,3,2,4,Microsoft Teams,3,2,3,3,3,2,3,4,Fully Online,Facilities need to be improved.,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False
36,2025-05-29 09:51:13.877,25 - 29,Male,1st Year,Computer Science & IT,Off-campus,30 min to 1 hr,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,4,"Yes, consistently",2,2,3,3,3,3,3,2,2,5,Google Meet,4,4,4,4,4,4,4,4,Fully Online,"It is hoped that more and more online courses will be provided in the future, especially for international students!",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
37,2025-05-29 10:05:20.391,20 - 24,Female,Postgraduate (Masters/PhD),Computer Science & IT,Off-campus,1 hr+,Full-time student,Yes,More than 30 hours per week,Fully Online,3,"Yes, sometimes",4,3,3,3,3,3,3,3,3,5,Microsoft Teams,3,2,2,3,4,3,3,3,Hybrid / Blended - a mix of online and in-person,,False,False,False,True,False,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False
38,2025-05-29 19:20:20.387,15 - 19,Female,2nd Year,Pure & Applied Sciences,Hostel,15 min to 30 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,3,"Yes, sometimes",4,3,4,4,4,2,3,3,3,4,Microsoft Teams,3,2,2,2,3,3,3,2,Hybrid / Blended - a mix of online and in-person,,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False
39,2025-05-29 19:27:10.792,25 - 29,Female,Postgraduate (Masters/PhD),Computer Science & IT,Off-campus,1 hr+,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,3,"Yes, sometimes",3,3,3,3,3,2,2,3,3,3,Microsoft Teams,3,2,2,2,3,3,3,2,Hybrid / Blended - a mix of online and in-person,,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False
40,2025-05-30 09:12:47.450,30 - 34,Female,Postgraduate (Masters/PhD),Health & Medical Sciences,Off-campus,30 min to 1 hr,Full-time student,No,,Fully In-Person,4,"Yes, consistently",4,4,4,4,3,4,3,4,4,4,Microsoft Teams,3,4,3,3,3,3,3,3,Hybrid / Blended - a mix of online and in-person,,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False
41,2025-05-30 10:05:55.158,25 - 29,Female,Postgraduate (Masters/PhD),Health & Medical Sciences,Off-campus,15 min to 30 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,3,"Yes, sometimes",3,3,3,3,3,3,3,3,3,5,Microsoft Teams,4,3,3,3,4,3,4,3,Hybrid / Blended - a mix of online and in-person,,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False
42,2025-05-30 11:06:08.195,35 - 39,Female,Postgraduate (Masters/PhD),Business & Accountancy,Hostel,Under 15 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,4,"Yes, consistently",4,3,3,3,3,3,3,4,4,4,Microsoft Teams,3,3,3,3,3,3,3,3,Hybrid / Blended - a mix of online and in-person, in-person university classes in Malaysia is very important. online comes second. ,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False
43,2025-05-30 15:36:22.746,15 - 19,Female,Foundation,Foundation,Hostel,Under 15 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,4,"Yes, consistently",5,4,4,4,4,4,4,4,2,3,Zoom,3,2,1,1,2,1,1,1,Fully In-Person,,False,False,False,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False
44,2025-05-30 20:20:04.103,35 - 39,Female,1st Year,Computer Science & IT,Off-campus,15 min to 30 min,Full-time student,No,,Fully Online,3,"Yes, sometimes",4,3,4,4,4,4,4,4,4,4,Zoom,3,4,3,3,3,4,3,2,Hybrid / Blended - a mix of online and in-person,distraction during online class. Temptation to listen to recording and leave the live session ,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False
45,2025-05-31 06:43:58.358,30 - 34,Male,Postgraduate (Masters/PhD),Arts & Social Sciences,Off-campus,15 min to 30 min,Part-time student,Yes,More than 30 hours per week,Hybrid / Blended - a mix of online and in-person,4,"Yes, consistently",4,2,2,3,4,3,3,3,3,5,Zoom,4,3,2,1,2,3,4,4,Hybrid / Blended - a mix of online and in-person,,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False
46,2025-06-01 10:47:47.799,20 - 24,Female,3rd Year,Islamic Studies,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,3,"Yes, consistently",4,3,3,3,3,3,3,3,3,4,Microsoft Teams,3,2,2,2,3,2,3,3,Hybrid / Blended - a mix of online and in-person,,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False
47,2025-06-01 10:47:50.023,15 - 19,Female,1st Year,Business & Accountancy,Hostel,Under 15 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,3,"Yes, consistently",4,4,4,3,4,4,4,3,3,3,Microsoft Teams,3,3,4,3,3,4,3,3,Hybrid / Blended - a mix of online and in-person,,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False
48,2025-06-01 10:48:03.029,15 - 19,Male,Foundation,Foundation,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,3,"Yes, consistently",5,3,4,4,4,4,3,3,4,4,Microsoft Teams,4,2,3,2,2,4,3,3,Hybrid / Blended - a mix of online and in-person,"To br honest , its actually depends on the lecturer , if theyre the type who only yap and not explaining things , then neither in-person nor online is effective.",False,True,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,True,False
49,2025-06-01 10:49:02.662,20 - 24,Male,1st Year,Pure & Applied Sciences,Off-campus,15 min to 30 min,Full-time student,Yes,Less than 10 hours per week,Fully In-Person,2,"Yes, consistently",1,1,2,2,2,2,2,3,3,1,Google Meet,2,2,2,2,2,2,2,2,Hybrid / Blended - a mix of online and in-person,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
50,2025-06-01 10:50:34.729,15 - 19,Female,Foundation,Foundation,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,4,"Yes, sometimes",4,3,4,4,4,4,4,4,3,3,Google Meet,3,2,2,1,2,2,1,1,Fully In-Person,,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True
51,2025-06-01 10:50:45.420,15 - 19,Male,Foundation,Foundation,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,4,"Yes, consistently",5,4,4,4,4,4,4,4,4,3,Microsoft Teams,3,3,3,1,3,3,2,2,Fully In-Person,,False,False,False,False,True,False,True,True,True,True,False,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True
52,2025-06-01 10:50:52.238,20 - 24,Male,3rd Year,Computer Science & IT,Off-campus,Under 15 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,3,"Yes, consistently",4,3,4,2,4,2,2,3,2,4,Microsoft Teams,2,3,4,2,4,4,4,3,Hybrid / Blended - a mix of online and in-person,,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False
53,2025-06-01 10:51:58.209,20 - 24,Female,Postgraduate (Masters/PhD),Business & Accountancy,Off-campus,15 min to 30 min,Full-time student,No,,Fully In-Person,3,"Yes, sometimes",3,2,2,2,2,2,3,3,3,3,Microsoft Teams,2,2,2,2,3,2,3,3,Fully In-Person,,False,False,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
54,2025-06-01 10:52:19.424,20 - 24,Female,1st Year,Statistics ,Hostel,Under 15 min,Full-time student,No,,Hybrid / Blended - a mix of online and in-person,3,"Yes, consistently",4,2,2,2,2,2,2,3,3,4,Microsoft Teams,2,2,2,2,2,2,3,3,Hybrid / Blended - a mix of online and in-person,,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
55,2025-06-01 10:52:25.575,15 - 19,Male,Foundation,Arts & Social Sciences,Hostel,15 min to 30 min,Full-time student,No,,Fully In-Person,4,"Yes, sometimes",4,2,4,4,4,4,4,3,3,2,Google Meet,4,2,2,2,3,2,2,2,Hybrid / Blended - a mix of online and in-person,,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False
56,2025-06-01 10:53:39.420,30 - 34,Female,Postgraduate (Masters/PhD),Arts & Social Sciences,Off-campus,15 min to 30 min,Full-time student,No,,Fully In-Person,3,"Yes, sometimes",4,3,3,3,3,3,3,4,3,3,Zoom,3,2,2,1,3,3,3,3,Hybrid / Blended - a mix of online and in-person,"I prefer in-person classes , which allows me to more intuitively feel the current knowledge and the teacher's expression. It also improves my concentration",False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,False
57,2025-06-01 10:53:50.970,15 - 19,Male,Foundation,Foundation,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,3,"Yes, sometimes",5,3,3,3,3,3,3,4,3,4,Microsoft Teams,3,3,3,3,3,3,3,3,Hybrid / Blended - a mix of online and in-person,,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,False
58,2025-06-01 10:54:26.874,15 - 19,Female,1st Year,Health & Medical Sciences,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,3,"Yes, consistently",5,3,4,4,4,3,4,3,3,3,Microsoft Teams,3,2,2,1,3,3,3,3,Fully In-Person,,False,True,False,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
59,2025-06-01 10:54:50.428,15 - 19,Female,1st Year,Education,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,3,"Yes, consistently",4,2,3,2,3,3,2,4,4,2,Microsoft Teams,2,1,2,1,1,3,2,3,Fully In-Person,,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False
60,2025-06-01 10:55:38.294,15 - 19,Female,Foundation,Physical Science,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,3,"Yes, sometimes",4,3,4,2,4,4,4,4,3,3,Microsoft Teams,2,1,1,1,3,1,2,1,Hybrid / Blended - a mix of online and in-person,,False,False,False,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True
61,2025-06-01 10:55:42.490,15 - 19,Male,Foundation,Pure & Applied Sciences,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,3,"Yes, sometimes",4,3,3,3,2,4,2,3,1,3,Microsoft Teams,3,2,2,1,4,3,3,4,Hybrid / Blended - a mix of online and in-person,,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False
62,2025-06-01 10:56:05.758,25 - 29,Female,Postgraduate (Masters/PhD),Arts & Social Sciences,Hostel,30 min to 1 hr,Full-time student,No,,Fully In-Person,3,"Yes, sometimes",4,3,3,3,3,4,4,4,4,3,Microsoft Teams,2,2,2,2,3,3,2,3,Hybrid / Blended - a mix of online and in-person,,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
63,2025-06-01 10:56:20.907,15 - 19,Female,1st Year,Health & Medical Sciences,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,3,"Yes, sometimes",4,3,4,4,4,4,4,4,4,3,Microsoft Teams,2,3,3,2,3,2,2,2,Fully In-Person,I love in person university classes because it help me to understand the lecture well and also got many tips from the lectures during lecture ,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True
64,2025-06-01 10:56:22.315,15 - 19,Female,Foundation,Life Science,Hostel,Under 15 min,Full-time student,No,,Fully In-Person,4,"Yes, sometimes",5,3,4,4,4,4,4,4,4,4,Google Meet,2,3,2,1,3,2,2,3,Hybrid / Blended - a mix of online and in-person,,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False
